Beta,Epsilon,Gamma,Kappa,Iota,Eta,Delta,Alpha,non_who,Lambda,Mu,total_vaccinations_per_hundred,gdp_per_capita,aged_70_older,life_expectancy,new_cases_smoothed_per_million,new_deaths_smoothed_per_million
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,5.265000000000001,45229.245,15.957,81.33,16.339,0.043
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,5.265000000000001,45229.245,15.957,81.33,22.256,0.133
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,5.265000000000001,45229.245,15.957,81.33,47.977,0.146
0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,99.44,0.0,0.0,3.27,45229.245,15.957,81.33,124.62,0.424
0.0,0.21,0.0,0.0,0.0,0.0,8.33,0.0,91.46,0.0,0.0,1.395,45229.245,15.957,81.33,203.554,1.258
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.655,45229.245,15.957,81.33,220.152,2.77
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,99.57,0.0,0.0,0.655,45229.245,15.957,81.33,221.511,4.665
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,99.24,0.0,0.0,0.655,45229.245,15.957,81.33,301.304,7.621
0.93,0.0,0.0,0.0,0.0,0.0,0.0,3.88,95.19,0.0,0.0,0.42,45229.245,15.957,81.33,210.407,7.838
0.78,0.0,0.0,0.0,0.0,0.0,0.0,2.14,97.08,0.0,0.0,0.89,45229.245,15.957,81.33,246.721,10.303
0.82,0.03,0.0,0.0,0.0,0.0,0.16,10.66,88.33,0.0,0.0,2.37,45229.245,15.957,81.33,162.223,9.985
0.95,0.0,0.03,0.0,0.0,0.24,0.02,20.28,78.45,0.03,0.0,4.17,45229.245,15.957,81.33,108.966,7.036
1.62,0.02,0.23,0.0,0.01,0.25,0.01,47.08,50.75,0.03,0.0,6.36,45229.245,15.957,81.33,89.601,5.236
2.31,0.02,0.24,0.01,0.01,0.32,0.0,56.73,40.27,0.09,0.0,9.68,45229.245,15.957,81.33,99.123,2.932
2.44,0.0,0.21,0.01,0.0,0.58,0.01,78.98,17.75,0.02,0.0,13.61,45229.245,15.957,81.33,158.141,2.227
1.99,0.01,0.16,0.03,0.01,0.88,0.02,88.58,8.28,0.04,0.0,18.41,45229.245,15.957,81.33,182.802,1.698
1.99,0.0,0.26,0.08,0.04,0.64,0.16,93.46,3.31,0.06,0.0,26.89,45229.245,15.957,81.33,242.691,2.651
1.39,0.0,0.51,0.22,0.05,0.31,0.7,94.86,1.9,0.05,0.0,36.76,45229.245,15.957,81.33,213.745,2.718
1.89,0.0,0.75,0.14,0.08,0.61,1.96,92.21,2.28,0.07,0.0,48.82,45229.245,15.957,81.33,119.38,2.159
0.9,0.02,1.52,0.1,0.01,0.24,3.96,90.11,2.86,0.24,0.0,60.61,45229.245,15.957,81.33,50.963,1.941
0.67,0.02,1.7,0.06,0.04,0.54,13.9,78.5,4.2,0.28,0.0,73.89,45229.245,15.957,81.33,23.541,0.943
0.76,0.0,2.7,0.04,0.11,0.38,49.28,42.36,4.25,0.04,0.0,87.78,45229.245,15.957,81.33,7.17,0.594
0.15,0.0,3.06,0.04,0.0,0.11,79.55,13.32,3.66,0.11,0.0,99.02,45229.245,15.957,81.33,9.234,0.341
0.04,0.0,1.26,0.0,0.0,0.0,95.29,2.73,0.62,0.04,0.0,107.7,45229.245,15.957,81.33,19.106,0.288
0.05,0.0,0.29,0.0,0.0,0.0,98.21,1.13,0.3,0.02,0.0,114.3,45229.245,15.957,81.33,34.517,0.213
0.0,0.0,0.05,0.0,0.0,0.0,99.43,0.41,0.11,0.0,0.0,119.55,45229.245,15.957,81.33,84.805,0.209
0.03,0.0,0.01,0.0,0.0,0.0,99.74,0.16,0.06,0.0,0.0,123.1,45229.245,15.957,81.33,125.237,0.359
0.01,0.0,0.01,0.0,0.0,0.01,99.91,0.05,0.01,0.0,0.0,126.32,45229.245,15.957,81.33,105.138,0.62
0.0,0.0,0.01,0.0,0.0,0.0,99.83,0.04,0.12,0.0,0.0,129.08,45229.245,15.957,81.33,95.186,0.644
0.0,0.0,0.0,0.0,0.0,0.0,99.98,0.0,0.02,0.0,0.0,131.28,45229.245,15.957,81.33,111.075,0.702
0.0,0.0,0.0,0.0,0.0,0.0,99.99,0.0,0.01,0.0,0.0,133.6,45229.245,15.957,81.33,227.882,1.175
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,137.38,45229.245,15.957,81.33,468.281,2.137
0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,90.0,0.0,0.0,39.035,2705.406,2.38,67.11,6.557,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,29.395,2705.406,2.38,67.11,9.978,0.0
92.19,0.0,0.0,0.0,0.0,0.0,0.0,4.69,3.12,0.0,0.0,39.035,2705.406,2.38,67.11,154.803,1.14
91.89,0.0,0.0,0.0,0.0,0.0,0.0,5.41,2.7,0.0,0.0,39.035,2705.406,2.38,67.11,76.261,2.708
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0026829268292682,6.994999999999999,46682.515,12.325,80.9,20.716,0.983
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,6.994999999999999,46682.515,12.325,80.9,10.321,0.369
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,6.994999999999999,46682.515,12.325,80.9,6.463,0.418
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,6.994999999999999,46682.515,12.325,80.9,7.618,0.098
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,6.994999999999999,46682.515,12.325,80.9,3.145,0.049
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,6.994999999999999,46682.515,12.325,80.9,5.603,0.025
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,6.994999999999999,46682.515,12.325,80.9,11.304,0.074
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,6.994999999999999,46682.515,12.325,80.9,24.378,0.025
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,6.994999999999999,46682.515,12.325,80.9,14.474,0.025
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,4.525,46682.515,12.325,80.9,52.441,0.123
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,4.525,46682.515,12.325,80.9,92.694,0.221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,4.525,46682.515,12.325,80.9,67.776,0.295
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,4.525,46682.515,12.325,80.9,136.976,0.541
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2.6500000000000004,46682.515,12.325,80.9,188.066,0.565
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,99.91,0.0,0.0,2.6500000000000004,46682.515,12.325,80.9,204.58,0.614
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,99.8,0.0,0.0,1.37,46682.515,12.325,80.9,299.191,1.401
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,99.45,0.0,0.0,0.0,46682.515,12.325,80.9,603.591,2.531
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87,98.13,0.0,0.0,0.87,46682.515,12.325,80.9,368.662,4.546
0.02,0.07,0.0,0.0,0.0,0.0,0.0,3.79,96.12,0.0,0.0,1.87,46682.515,12.325,80.9,294.006,5.136
0.05,0.04,0.01,0.0,0.0,0.01,0.0,9.59,90.3,0.0,0.0,3.43,46682.515,12.325,80.9,132.799,5.038
0.11,0.34,0.0,0.0,0.0,0.04,0.0,23.88,75.63,0.0,0.0,5.62,46682.515,12.325,80.9,76.008,1.745
0.09,0.18,0.0,0.0,0.0,0.05,0.0,57.35,42.33,0.0,0.0,8.37,46682.515,12.325,80.9,79.35,1.032
0.28,0.0,0.06,0.0,0.0,0.11,0.0,80.6,18.95,0.0,0.0,12.6,46682.515,12.325,80.9,87.853,0.393
0.22,0.08,0.09,0.16,0.0,0.11,0.0,91.35,7.99,0.0,0.0,16.06,46682.515,12.325,80.9,140.22,0.221
0.29,0.03,0.06,0.0,0.01,0.03,0.04,93.83,5.71,0.0,0.0,20.03,46682.515,12.325,80.9,125.451,0.369
0.35,0.0,0.0,0.13,0.03,0.13,0.08,96.12,3.12,0.01,0.0,27.2,46682.515,12.325,80.9,124.567,0.393
0.2,0.0,0.1,0.08,0.07,0.01,0.4,96.07,3.06,0.0,0.0,35.56,46682.515,12.325,80.9,131.423,0.319
0.06,0.0,0.02,0.02,0.0,0.0,0.43,96.8,2.67,0.0,0.0,47.53,46682.515,12.325,80.9,180.694,0.147
0.04,0.0,0.17,0.0,0.0,0.01,0.29,99.26,0.21,0.0,0.0,59.15,46682.515,12.325,80.9,168.235,0.172
0.03,0.0,0.1,0.02,0.0,0.0,1.62,98.12,0.11,0.0,0.0,73.41,46682.515,12.325,80.9,78.072,0.147
0.1,0.0,0.49,0.0,0.0,0.0,20.19,79.03,0.19,0.0,0.0,88.08,46682.515,12.325,80.9,31.897,0.049
0.2,0.0,0.12,0.0,0.0,0.0,78.77,20.71,0.08,0.12,0.0,128.04,46682.515,12.325,80.9,111.002,0.049
0.02,0.0,0.03,0.0,0.0,0.0,95.72,4.16,0.03,0.0,0.0,121.96,46682.515,12.325,80.9,132.602,0.025
0.0,0.0,0.01,0.0,0.0,0.0,99.06,0.84,0.07,0.01,0.0,109.445,46682.515,12.325,80.9,154.768,0.049
0.0,0.0,0.0,0.0,0.0,0.0,99.72,0.25,0.02,0.01,0.0,144.38,46682.515,12.325,80.9,161.33,0.172
0.0,0.0,0.0,0.0,0.0,0.0,99.95,0.03,0.02,0.0,0.0,148.6,46682.515,12.325,80.9,113.778,0.295
0.0,0.0,0.0,0.0,0.0,0.0,99.96,0.04,0.0,0.0,0.0,150.32,46682.515,12.325,80.9,58.585,0.393
0.0,0.0,0.0,0.0,0.0,0.0,99.98,0.0,0.02,0.0,0.0,151.19,46682.515,12.325,80.9,77.581,0.442
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,113.505,46682.515,12.325,80.9,123.338,0.418
0.0,0.0,0.0,0.0,0.0,0.0,99.99,0.0,0.01,0.0,0.0,152.26,46682.515,12.325,80.9,296.758,0.442
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,153.24,46682.515,12.325,80.9,555.204,0.885
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,15.64,50.18,14600.861,4.419,74.08,132.975,1.265
0.0,0.0,4.65,0.0,9.3,0.0,0.0,6.98,79.07,0.0,0.0,50.18,14600.861,4.419,74.08,45.347,0.639
0.0,0.0,19.7,0.0,4.55,0.0,0.0,6.06,40.9,1.52,0.0,50.18,14600.861,4.419,74.08,75.786,0.639
0.0,0.0,23.53,0.0,1.96,0.0,1.96,3.92,27.46,5.88,0.0,39.36,14600.861,4.419,74.08,107.191,0.235
0.0,0.0,10.53,0.0,21.050000000000004,0.0,0.0,22.81,28.07,17.539999999999996,11.505384615384616,5.32,10581.936,4.458,77.01,107.755,3.234
0.0,0.0,6.15,0.0,26.15,0.0,0.0,32.31,29.24,6.15,0.0,9.21,10581.936,4.458,77.01,105.982,3.713
0.0,0.0,2.88,0.0,30.94,0.0,0.0,26.62,30.93,7.91,0.0,12.25,10581.936,4.458,77.01,70.357,4.344
0.0,0.0,5.88,0.0,32.35,0.0,0.0,18.63,28.43,14.71,0.0,16.19,10581.936,4.458,77.01,54.616,2.891
0.0,0.0,11.98,0.0,35.33,0.0,0.0,14.97,20.36,13.17,0.0,20.88,10581.936,4.458,77.01,51.11,1.893
0.0,0.0,12.41,0.0,26.9,0.0,4.14,13.1,10.35,17.93,0.0,26.14,10581.936,4.458,77.01,72.752,1.749
0.0,0.0,22.4,0.0,21.31,0.0,4.92,5.74,10.93,13.93,0.0,38.68,10581.936,4.458,77.01,46.039,1.078
0.0,0.0,15.04,0.0,12.92,0.0,15.4,10.27,9.02,16.64,0.0,61.62,10581.936,4.458,77.01,35.202,0.423
0.0,0.0,15.28,0.0,6.55,0.0,29.69,5.68,17.47,6.99,0.0,79.41,10581.936,4.458,77.01,33.805,1.23
0.0,0.0,8.05,0.0,5.36,0.0,38.31,3.45,8.05,6.51,0.0,99.75,10581.936,4.458,77.01,39.618,1.773
0.0,0.0,2.94,0.0,3.59,0.0,63.07,1.63,3.28,6.86,0.0,115.925,10581.936,4.458,77.01,21.418,0.87
0.0,0.0,3.9,0.0,1.3,0.0,74.68,1.95,0.63,2.6,0.0,114.33,10581.936,4.458,77.01,13.912,1.741
0.0,0.0,2.5,0.0,0.83,0.0,85.83,0.0,2.51,2.5,0.0,117.52,10581.936,4.458,77.01,18.36,0.463
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,47.8,10550.206,2.891,71.99,4.019,0.133
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,47.8,10550.206,2.891,71.99,12.414,0.364
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,47.8,10550.206,2.891,71.99,14.415,0.83
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,47.8,10550.206,2.891,71.99,12.973,0.754
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,47.8,10550.206,2.891,71.99,2.002,0.193
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,47.8,10550.206,2.891,71.99,13.105,0.544
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,47.8,10550.206,2.891,71.99,9.988,0.529
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,47.8,10550.206,2.891,71.99,5.958,0.485
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.51,86.49,0.0,0.0,47.8,10550.206,2.891,71.99,6.842,0.406
0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,90.7,0.0,0.0,47.8,10550.206,2.891,71.99,9.864,0.581
0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.38,90.62,0.0,0.0,47.8,10550.206,2.891,71.99,11.44,0.57
0.0,0.0,0.0,0.0,0.0,0.0,98.41,0.0,1.59,0.0,0.0,27.75,10550.206,2.891,71.99,8.852,0.518
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.4392682926829269,50.15,34272.36,13.799,83.56,28.804,4.022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,119.41,34272.36,13.799,83.56,11.595,-2.674
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,119.41,34272.36,13.799,83.56,6.354,0.028
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,119.41,34272.36,13.799,83.56,7.319,3.631
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,119.41,34272.36,13.799,83.56,8.615,0.128
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,50.15,34272.36,13.799,83.56,27.147,0.049
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,50.15,34272.36,13.799,83.56,55.841,0.116
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,50.15,34272.36,13.799,83.56,110.331,0.214
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.4749999999999996,34272.36,13.799,83.56,175.486,0.678
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.4749999999999996,34272.36,13.799,83.56,208.367,1.015
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.4749999999999996,34272.36,13.799,83.56,234.701,2.286
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.4749999999999996,34272.36,13.799,83.56,230.905,2.747
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,52.115,34272.36,13.799,83.56,378.56,3.175
0.0,0.0,0.0,0.0,0.0,0.0,0.28,1.39,98.33,0.0,0.0,2.755,34272.36,13.799,83.56,429.444,9.437
0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.74,99.01,0.0,0.0,3.4749999999999996,34272.36,13.799,83.56,262.065,5.739
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,99.79,0.0,0.0,3.4749999999999996,34272.36,13.799,83.56,165.459,4.819
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,99.58,0.0,0.0,3.4749999999999996,34272.36,13.799,83.56,205.873,3.811
0.09,0.0,0.0,0.0,0.0,0.0,0.0,14.38,85.53,0.0,0.0,0.18,34272.36,13.799,83.56,242.748,2.922
0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.23,54.77,0.0,0.0,0.87,34272.36,13.799,83.56,467.391,3.658
0.08,0.0,0.0,0.0,0.0,0.0,0.0,32.11,67.81,0.0,0.0,2.76,34272.36,13.799,83.56,785.202,7.454
0.1,0.03,0.17,0.0,0.0,0.03,0.03,32.69,66.95,0.0,0.0,4.64,34272.36,13.799,83.56,508.165,9.822
0.73,0.0,0.04,0.0,0.0,0.11,0.04,47.69,51.39,0.0,0.0,6.77,34272.36,13.799,83.56,206.851,6.684
0.45,0.04,0.26,0.0,0.0,0.11,0.0,64.76,34.34,0.0,0.0,10.37,34272.36,13.799,83.56,-133.126,5.583
0.99,0.04,1.32,0.0,0.04,0.74,0.0,76.89,19.82,0.04,0.0,13.52,34272.36,13.799,83.56,103.115,3.42
1.73,0.04,3.02,0.0,0.22,1.04,0.04,84.54,8.83,0.18,0.0,18.71,34272.36,13.799,83.56,123.771,1.785
1.69,0.0,5.97,0.0,0.31,1.63,0.0,83.9,5.82,0.44,0.0,27.5,34272.36,13.799,83.56,177.552,1.763
2.45,0.0,6.61,0.04,0.78,1.42,0.92,83.11,3.07,0.28,0.0,37.29,34272.36,13.799,83.56,158.797,1.696
1.3,0.03,4.32,0.09,0.88,0.67,2.33,86.03,2.33,0.33,0.0,48.32,34272.36,13.799,83.56,105.337,1.641
1.73,0.0,4.79,0.0,1.14,0.27,8.24,76.69,2.98,0.55,0.0,58.02,34272.36,13.799,83.56,94.341,0.74
1.26,0.03,3.72,0.0,0.39,0.36,14.3,70.07,4.89,0.87,0.0,71.95,34272.36,13.799,83.56,104.652,0.859
4.02,0.0,4.47,0.0,0.45,0.31,37.95,44.79,4.51,0.89,0.0,86.78,34272.36,13.799,83.56,85.543,0.306
12.85,0.0,1.16,0.0,0.0,0.09,60.87,21.76,1.19,0.95,0.0,103.36,34272.36,13.799,83.56,319.816,0.263
5.17,0.0,0.61,0.0,0.0,0.06,83.01,8.78,0.64,0.65,0.0,116.84,34272.36,13.799,83.56,550.718,0.455
1.58,0.0,0.43,0.0,0.0,0.0,93.31,3.11,0.67,0.31,0.0,127.14,34272.36,13.799,83.56,381.359,1.473
0.45,0.0,0.34,0.0,0.0,0.0,96.91,1.12,0.7,0.28,0.0,136.78,34272.36,13.799,83.56,229.469,2.268
0.09,0.0,0.25,0.0,0.0,0.0,98.7,0.28,0.56,0.03,0.0,144.15,34272.36,13.799,83.56,121.675,2.39
0.0,0.0,0.28,0.0,0.0,0.0,99.05,0.19,0.34,0.0,0.0,148.52,34272.36,13.799,83.56,61.944,1.552
0.0,0.0,0.0,0.0,0.0,0.0,99.45,0.0,0.27,0.0,0.0,150.35,34272.36,13.799,83.56,42.049,0.7
0.0,0.0,0.0,0.0,0.0,0.0,99.74,0.0,0.09,0.0,0.0,152.04,34272.36,13.799,83.56,34.931,0.62
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,113.505,34272.36,13.799,83.56,27.294,0.556
0.0,0.0,0.0,0.0,0.0,0.0,99.54,0.0,0.23,0.0,0.0,158.38,34272.36,13.799,83.56,76.09,0.483
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,82.83,29481.252,13.491,78.74,35.143,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,82.83,29481.252,13.491,78.74,28.675,0.108
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,9.41,29481.252,13.491,78.74,129.793,0.323
0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.57,80.43,0.0,0.0,0.24,29481.252,13.491,78.74,400.267,4.096
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,97.87,0.0,0.0,4.15,29481.252,13.491,78.74,398.003,4.743
0.35,0.0,0.0,0.0,0.0,0.0,0.0,23.58,76.07,0.0,0.0,6.92,29481.252,13.491,78.74,605.628,4.204
0.61,0.0,0.0,0.0,0.0,0.0,0.0,64.42,34.97,0.0,0.0,11.31,29481.252,13.491,78.74,1030.043,7.438
0.59,0.0,0.0,0.0,0.0,0.0,0.0,75.54,23.87,0.0,0.0,17.11,29481.252,13.491,78.74,1111.217,7.438
1.87,0.0,0.0,0.0,0.0,0.09,0.0,87.33,10.71,0.0,0.0,22.54,29481.252,13.491,78.74,600.13,7.654
0.82,0.0,0.0,0.0,0.0,0.0,0.0,96.74,2.44,0.0,0.0,28.37,29481.252,13.491,78.74,359.949,6.791
1.14,0.0,0.0,0.0,0.0,0.0,0.0,98.01,0.85,0.0,0.0,35.49,29481.252,13.491,78.74,276.511,2.911
0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.16,1.84,0.0,0.0,44.2,29481.252,13.491,78.74,201.481,2.048
0.0,0.0,0.0,0.0,0.0,0.0,1.46,98.54,0.0,0.0,0.0,63.17,29481.252,13.491,78.74,41.18,0.216
0.0,0.0,0.0,0.0,0.0,0.0,4.44,95.56,0.0,0.0,0.0,70.79,29481.252,13.491,78.74,17.787,0.108
0.0,0.0,0.0,0.0,0.0,0.0,91.3,8.7,0.0,0.0,0.0,77.53,29481.252,13.491,78.74,32.448,0.0
0.0,0.0,0.0,0.0,0.0,0.0,96.83,2.78,0.39,0.0,0.0,83.62,29481.252,13.491,78.74,69.209,0.0
0.0,0.0,0.0,0.0,0.0,0.0,99.44,0.56,0.0,0.0,0.0,88.85,29481.252,13.491,78.74,156.528,0.539
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,93.47,29481.252,13.491,78.74,212.477,0.647
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,97.38,29481.252,13.491,78.74,258.939,1.186
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.85,29481.252,13.491,78.74,351.217,1.617
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,103.81,29481.252,13.491,78.74,535.665,2.587
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,105.71,29481.252,13.491,78.74,861.333,3.126
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,108.33,29481.252,13.491,78.74,1300.301,7.654
0.0,0.0,0.0,0.0,0.0,0.0,59.32,0.0,40.68,0.0,0.0,1.85,1729.927,2.063,66.6,1.136,0.017
0.0,0.0,0.0,0.0,0.0,0.0,99.6,0.0,0.4,0.0,0.0,1.94,1729.927,2.063,66.6,4.482,0.047
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.99,1729.927,2.063,66.6,8.204,0.099
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0387878787878787,0.16,40585.721,13.264,81.91,16.916,0.798
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.16,40585.721,13.264,81.91,5.639,0.206
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.16,40585.721,13.264,81.91,2.987,0.129
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.16,40585.721,13.264,81.91,17.946,0.103
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.16,40585.721,13.264,81.91,38.879,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.16,40585.721,13.264,81.91,36.433,0.077
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.16,40585.721,13.264,81.91,38.287,0.103
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.125,40585.721,13.264,81.91,64.807,0.335
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.125,40585.721,13.264,81.91,76.445,0.644
0.88,0.0,0.0,0.0,0.0,0.0,0.0,2.63,96.49,0.0,0.0,1.125,40585.721,13.264,81.91,59.323,1.159
0.68,0.0,0.0,0.0,0.0,0.0,0.0,31.08,68.24,0.0,0.0,0.06,40585.721,13.264,81.91,45.882,0.489
2.42,0.0,0.0,0.0,0.0,0.81,0.0,8.06,88.71,0.0,0.0,0.26,40585.721,13.264,81.91,48.174,0.824
1.18,0.13,0.0,0.0,0.0,0.92,0.0,31.5,66.27,0.0,0.0,1.99,40585.721,13.264,81.91,58.37,0.953
2.82,0.08,0.08,0.0,0.0,0.56,0.0,48.79,47.67,0.0,0.0,3.98,40585.721,13.264,81.91,64.034,0.283
4.91,0.0,0.0,0.0,0.0,0.25,0.0,64.21,30.63,0.0,0.0,14.690000000000001,40585.721,13.264,81.91,89.344,0.438
9.68,0.0,0.0,0.0,0.0,0.06,0.0,62.79,27.47,0.0,0.0,10.21,40585.721,13.264,81.91,114.783,0.618
21.17,0.0,0.0,0.12,0.0,0.0,0.0,64.2,14.51,0.0,0.0,14.8,40585.721,13.264,81.91,122.018,0.206
26.65,0.0,0.0,0.1,0.0,0.1,0.0,62.82,10.33,0.0,0.0,19.17,40585.721,13.264,81.91,85.276,0.618
25.36,0.0,0.0,0.0,0.0,0.28,0.28,65.81,8.27,0.0,0.0,26.04,40585.721,13.264,81.91,51.727,0.438
12.36,0.0,0.0,0.37,0.0,0.0,3.87,79.7,3.7,0.0,0.0,33.65,40585.721,13.264,81.91,36.253,0.232
6.66,0.0,0.0,0.83,0.0,0.0,12.48,75.21,4.82,0.0,0.0,43.7,40585.721,13.264,81.91,35.609,0.283
1.32,0.0,0.57,0.19,0.0,0.0,23.63,71.27,3.02,0.0,0.0,53.04,40585.721,13.264,81.91,22.375,0.438
0.34,0.0,0.0,0.0,0.0,0.0,32.99,58.84,6.81,0.0,0.0,64.42,40585.721,13.264,81.91,14.65,0.129
0.27,0.0,0.0,0.0,0.0,0.0,85.01,12.53,2.05,0.0,0.0,75.94,40585.721,13.264,81.91,20.315,0.051
0.0,0.0,0.97,0.0,0.0,0.0,95.86,2.31,0.74,0.0,0.0,87.3,40585.721,13.264,81.91,42.381,0.077
0.07,0.0,0.13,0.0,0.0,0.0,98.92,0.81,0.07,0.0,0.0,97.07,40585.721,13.264,81.91,75.363,0.051
