,iso_code,date,continent,location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred,daily_vaccinations,daily_vaccinations_per_million,daily_vaccinations_raw,Beta,Epsilon,Gamma,Kappa,Iota,Eta,Delta,Alpha,non_who,Lambda,Year,Mu
106354,RUS,2020-07-06,Europe,Russia,686852.0,6569.0,6658.0,10280.0,135.0,161.143,4707.302,45.02,45.63,70.453,0.925,1.104,0.95,,,,,,,,,202377.0,21537771.0,147.608,1.3869999999999998,282190.0,1.934,0.024,42.4,tests performed,,,,,,,,,,,,,,68.98,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
106368,RUS,2020-07-20,Europe,Russia,776212.0,5901.0,6237.857,12408.0,85.0,140.857,5319.726,40.442,42.75100000000001,85.038,0.583,0.965,0.94,,,,,,,,,197553.0,25449167.0,174.41400000000004,1.354,279059.0,1.913,0.022,44.7,tests performed,,,,,,,,,,,,,,62.5,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
106382,RUS,2020-08-03,Europe,Russia,854641.0,5364.0,5423.0,14183.0,79.0,121.286,5857.235,36.762,37.166,97.202,0.541,0.831,0.94,,,,,,,,,171962.0,29201862.0,200.133,1.179,267756.0,1.835,0.02,49.4,tests performed,,,,,,,,,,,,,,62.5,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
106396,RUS,2020-08-17,Europe,Russia,925558.0,4839.0,4965.571,15707.0,54.0,104.857,6343.261,33.164,34.031,107.647,0.37,0.7190000000000001,0.96,,,,,,,,,184281.0,32968759.0,225.95,1.263,272225.0,1.866,0.018000000000000002,54.8,tests performed,,,,,,,,,,,,,,62.5,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
106410,RUS,2020-08-31,Europe,Russia,992402.0,4932.0,4769.429,17128.0,83.0,103.143,6801.3719999999985,33.801,32.687,117.386,0.569,0.7070000000000001,1.01,,,,,,,,,204833.0,36901215.0,252.9,1.404,288285.0,1.976,0.017,60.4,tests performed,,,,,,,,,,,,,,54.17,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,103805.0,8.71,14.54,711.4218457000002,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
106424,RUS,2020-09-14,Europe,Russia,1064438.0,5414.0,5300.571,18573.0,56.0,107.857,7295.066999999999,37.105,36.327,127.289,0.384,0.7390000000000001,1.06,,,,,,,,,218756.0,41122307.0,281.829,1.499,308792.0,2.116,0.017,58.3,tests performed,,,,,,,,,,,,,,38.89,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
106438,RUS,2020-09-28,Europe,Russia,1154299.0,8026.0,7035.857,20299.0,60.0,125.571,7910.925,55.006,48.22,139.118,0.411,0.861,1.22,,,,,,,,,255899.0,45698673.0,313.193,1.754,336734.0,2.3080000000000003,0.021,47.9,tests performed,,,,,,,,,,,,,,40.74,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
106452,RUS,2020-10-12,Europe,Russia,1305093.0,13406.0,12185.286,22594.0,123.0,174.143,8944.383,91.877,83.51100000000002,154.847,0.843,1.193,1.24,,,,,,,,,172960.0,51364269.0,352.022,1.185,432325.0,2.963,0.028,35.5,tests performed,,,,,,,,,,,,,,47.69,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
106466,RUS,2020-10-26,Europe,Russia,1520800.0,17148.0,16304.714,26092.0,217.0,269.571,10422.719,117.523,111.743,178.82,1.487,1.847,1.11,,,,,,,,,402592.0,58223852.0,399.034,2.759,506965.0,3.474,0.032,31.1,tests performed,,,,,,,,,,,,,,44.91,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
106480,RUS,2020-11-09,Europe,Russia,1781997.0,21577.0,19904.571,30546.0,254.0,326.0,12212.818,147.877,136.415,209.345,1.741,2.234,1.11,,,,,,,,,397225.0,65606582.0,449.631,2.722,521717.0,3.576,0.038,26.2,tests performed,,,,,,,,,,,,,,44.91,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
106494,RUS,2020-11-23,Europe,Russia,2096749.0,24891.0,23434.0,36192.0,354.0,429.714,14369.954,170.58900000000003,160.60399999999996,248.04,2.426,2.945,1.09,,,,,,,,,362717.0,73312313.0,502.442,2.486,537379.0,3.683,0.044,22.9,tests performed,,,,,,,,,,,,,,47.69,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
106508,RUS,2020-12-07,Europe,Russia,2466961.0,27798.0,27289.286,43122.0,447.0,518.714,16907.181,190.512,187.026,295.534,3.063,3.555,1.05,,,,,,,,,323453.0,80095220.0,548.928,2.217,477046.0,3.269,0.057,17.5,tests performed,,,,,,,,,,,,,,47.69,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
106522,RUS,2020-12-21,Europe,Russia,2850042.0,28917.0,27634.429,50723.0,481.0,553.857,19532.606,198.181,189.391,347.6269999999999,3.297,3.796,1.03,,,,,,,,,312930.0,86704613.0,594.225,2.145,459935.0,3.152,0.06,16.6,tests performed,,,,,,3357.0,,,,,23.0,3357.0,0.002,47.69,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,,,,,3357.0,0.002,3357.0,23.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
106536,RUS,2021-01-04,Europe,Russia,3226758.0,23015.0,25631.857000000004,58203.0,473.0,520.571,22114.408,157.732,175.667,398.891,3.242,3.568,0.92,,,,,,,,,217791.0,92069794.0,630.995,1.493,322990.0,2.214,0.079,12.6,tests performed,,,,,,53766.0,,,,,368.0,53766.0,0.037000000000000005,47.69,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,,,,,53766.0,0.037000000000000005,53766.0,368.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
106543,RUS,2021-01-11,Europe,Russia,3389733.0,23018.0,23282.143,61389.0,426.0,455.143,23231.348,157.753,159.563,420.726,2.92,3.119,0.94,,,,,,,,,326357.0,94289973.0,646.211,2.237,317168.0,2.174,0.073,13.6,tests performed,,,,,,18182.0,,,,,125.0,18182.0,0.012,50.46,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,,,,,18182.0,0.012,18182.0,125.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
106557,RUS,2021-01-25,Europe,Russia,3698246.0,18999.0,20765.429,68841.0,444.0,540.286,25345.725,130.209,142.315,471.798,3.043,3.703,0.89,,,,,,,,,292367.0,100014384.0,685.443,2.004,384758.0,2.637,0.054000000000000006,18.5,tests performed,,,,,,88538.0,,,,,607.0,65799.0,0.045,50.46,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,,,,,65799.0,0.045,88538.0,607.0,,1.35,0.0,0.0,0.0,0.0,0.0,0.0,5.41,93.24,0.0,111.0,0.0
106585,RUS,2021-02-22,Europe,Russia,4130447.0,12455.0,12848.857,82255.0,329.0,435.0,28307.791,85.36,88.059,563.73,2.255,2.9810000000000003,0.88,,,,,,,,,225305.0,109638248.0,751.4,1.544,330897.0,2.268,0.039,25.8,tests performed,,,,,,88538.0,,,,,607.0,65799.0,0.045,45.83,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,,,,,65799.0,0.045,88538.0,607.0,,0.99,0.0,0.0,0.0,0.0,0.0,0.0,4.3,94.71,0.0,111.0,0.0
106599,RUS,2021-03-08,Europe,Russia,4284408.0,10145.0,10651.143,87985.0,371.0,422.857,29362.954,69.528,72.997,603.0,2.543,2.898,0.9,,,,,,,,,,,,,320328.0,2.195,0.033,30.1,tests performed,6669466.0,5136605.0,1532861.0,,13979.0,215453.0,4.57,3.52,1.05,,1477.0,149153.0,0.102,40.28,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,,,,,149153.0,0.102,215453.0,1477.0,13979.0,1.06,0.0,0.0,0.0,0.0,0.0,0.53,19.68,78.73,0.0,111.0,0.0
106613,RUS,2021-03-22,Europe,Russia,4416226.0,9195.0,9356.857,93812.0,355.0,407.714,30266.361,63.017,64.127,642.935,2.4330000000000003,2.794,0.95,,,,,,,,,183798.0,117905744.0,808.061,1.26,297541.0,2.039,0.031,31.8,tests performed,,,,,,153021.0,,,,,1049.0,55810.0,0.038,40.28,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,,,,,55810.0,0.038,153021.0,1049.0,,1.53,0.0,0.0,0.0,0.0,0.0,0.0,15.33,83.14,0.0,111.0,0.0
106627,RUS,2021-04-05,Europe,Russia,4538101.0,8525.0,8597.857,99049.0,336.0,376.571,31101.625,58.426,58.925,678.827,2.303,2.5810000000000004,0.98,,,,,,,,,194518.0,122121041.0,836.95,1.3330000000000002,305459.0,2.093,0.028,35.5,tests performed,12215342.0,7576640.0,4638702.0,,94532.0,155856.0,8.37,5.19,3.18,,1068.0,104282.0,0.071,42.13,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,,,,,104282.0,0.071,155856.0,1068.0,94532.0,1.36,0.0,0.0,0.0,0.0,0.0,0.45,35.45,62.74,0.0,111.0,0.0
106641,RUS,2021-04-19,Europe,Russia,4657509.0,8465.0,8587.0,104173.0,339.0,374.429,31919.981,58.014,58.851000000000006,713.944,2.323,2.5660000000000003,1.0,,,,,,,,,184490.0,126272439.0,865.4010000000002,1.264,297147.0,2.036,0.029,34.6,tests performed,16237319.0,10077017.0,6160302.0,,70168.0,281111.0,11.13,6.91,4.22,,1927.0,181282.0,0.124,42.13,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,,,,,181282.0,0.124,281111.0,1927.0,70168.0,1.6,0.0,0.0,0.32,0.0,0.0,1.28,18.53,78.27,0.0,111.0,0.0
106655,RUS,2021-05-03,Europe,Russia,4776844.0,8368.0,8503.286,109341.0,330.0,365.429,32737.837000000003,57.35,58.277,749.363,2.262,2.504,0.98,,,,,,,,,153392.0,130238734.0,892.584,1.051,279963.0,1.919,0.03,32.9,tests performed,20110554.0,12449156.0,7661398.0,,39811.0,256463.0,13.78,8.53,5.25,,1758.0,143395.0,0.098,36.57,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,,,,,143395.0,0.098,256463.0,1758.0,39811.0,1.29,0.0,0.0,0.0,0.0,0.32,7.44,20.06,70.89,0.0,111.0,0.0
106669,RUS,2021-05-17,Europe,Russia,4892938.0,9204.0,8568.429,114263.0,336.0,360.429,33533.481,63.07899999999999,58.723,783.095,2.303,2.47,1.02,,,,,,,,,213134.0,134032276.0,918.583,1.461,301134.0,2.064,0.028,35.1,tests performed,24087535.0,14361832.0,9725703.0,,117201.0,328772.0,16.51,9.84,6.67,,2253.0,170910.0,0.117,36.57,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,,,,,170910.0,0.117,328772.0,2253.0,117201.0,1.4,0.0,0.0,0.0,0.0,1.05,31.58,16.14,49.83,0.0,111.0,0.0
106683,RUS,2021-05-31,Europe,Russia,5013512.0,8341.0,8728.571,119464.0,334.0,378.857,34359.828,57.165,59.82100000000001,818.74,2.289,2.596,1.04,,,,,,,,,271007.0,138547723.0,949.529,1.857,335981.0,2.303,0.026,38.5,tests performed,28501637.0,16576370.0,11925267.0,,52085.0,242759.0,19.53,11.36,8.17,,1664.0,138019.0,0.095,36.57,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,523637.3,20.7,7.9,3588.719372,138019.0,0.095,242759.0,1664.0,52085.0,0.0,0.0,0.0,0.0,0.0,0.21,67.93,8.86,23.0,0.0,111.0,0.0
106697,RUS,2021-06-14,Europe,Russia,5162049.0,13550.0,12215.143,124681.0,367.0,377.714,35377.818,92.864,83.71600000000002,854.4939999999998,2.515,2.589,1.25,,,,,,,,,253506.0,143356426.0,982.485,1.737,354452.0,2.4290000000000003,0.034,29.0,tests performed,32865706.0,18533629.0,14332077.0,,34510.0,259362.0,22.52,12.7,9.82,,1778.0,122913.0,0.084,49.07,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,,,,,122913.0,0.084,259362.0,1778.0,34510.0,0.36,0.0,0.0,0.0,0.0,0.36,89.04,1.69,8.55,0.0,111.0,0.0
106711,RUS,2021-06-28,Europe,Russia,5408744.0,21258.0,19488.0,131671.0,601.0,575.714,37068.529,145.691,133.56,902.4,4.119,3.946,1.2,,,,,,,,,248325.0,149231801.0,1022.752,1.702,458021.0,3.139,0.043,23.5,tests performed,38773378.0,21790363.0,16983015.0,,333214.0,505076.0,26.57,14.93,11.64,,3462.0,275623.0,0.189,55.09,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,,,,,275623.0,0.189,505076.0,3462.0,333214.0,0.0,0.0,0.0,0.0,0.0,0.0,95.56,1.48,2.96,0.0,111.0,0.0
106725,RUS,2021-07-12,Europe,Russia,5738000.0,24649.0,24270.857000000004,141335.0,700.0,722.2860000000002,39325.067,168.93099999999995,166.33900000000003,968.632,4.797,4.95,1.06,,,,,,,,,352482.0,156326492.0,1071.375,2.416,510613.0,3.499,0.048,21.0,tests performed,47809152.0,28738206.0,19070946.0,,236924.0,682266.0,32.77,19.7,13.07,,4676.0,514883.0,0.353,30.09,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,,,,,514883.0,0.353,682266.0,4676.0,236924.0,0.0,0.0,0.0,0.0,0.0,0.0,99.4,0.15,0.45,0.0,111.0,0.0
106739,RUS,2021-07-26,Europe,Russia,6071893.0,22678.0,23314.571,152069.0,717.0,769.0,41613.384,155.422,159.785,1042.197,4.914,5.27,0.98,,,,,,,,,,163298650.0,1119.158,,481222.0,3.298,0.048,20.6,tests performed,57730452.0,34775914.0,22954538.0,,236629.0,686505.0,39.57,23.83,15.73,,4705.0,373246.0,0.256,30.09,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,,,,,373246.0,0.256,686505.0,4705.0,236629.0,0.0,0.0,0.0,0.0,0.0,0.0,95.33,0.0,4.67,0.0,111.0,0.0
106753,RUS,2021-08-09,Europe,Russia,6384195.0,21554.0,21959.0,162860.0,751.0,766.2860000000002,43753.729000000014,147.719,150.495,1116.152,5.147,5.252000000000002,0.97,,,,,,,,,,169763737.0,1163.466,,452640.0,3.102,0.049,20.6,tests performed,66369168.0,38619739.0,27749429.0,,123642.0,571389.0,45.49,26.47,19.02,,3916.0,257652.0,0.177,46.76,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,,,,,257652.0,0.177,571389.0,3916.0,123642.0,0.0,0.0,0.0,0.0,0.0,0.0,94.14,0.39,5.47,0.0,111.0,0.0
106767,RUS,2021-08-23,Europe,Russia,6672373.0,18875.0,20112.571,173768.0,765.0,769.143,45728.741,129.359,137.84,1190.909,5.2429999999999986,5.271,0.94,,,,,,,,,,,,,440981.0,3.022,0.046,21.9,tests performed,76957410.0,42336831.0,34620579.0,,155531.0,492531.0,52.74,29.02,23.73,,3376.0,203014.0,0.139,52.31,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,,,,,203014.0,0.139,492531.0,3376.0,155531.0,0.0,0.0,0.0,0.0,0.0,0.0,94.27,0.0,5.73,0.0,111.0,0.0
106781,RUS,2021-09-06,Europe,Russia,6929862.0,17487.0,18077.0,184672.0,776.0,777.0,47493.427,119.846,123.89,1265.639,5.318,5.325,0.97,,,,,,,,,,,,,396800.0,2.719,0.046,22.0,tests performed,82918108.0,44549535.0,38368573.0,,114210.0,415154.0,56.83,30.53,26.3,,2845.0,127153.0,0.087,52.31,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,,,,,127153.0,0.087,415154.0,2845.0,114210.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,111.0,0.0
106795,RUS,2021-09-20,Europe,Russia,7189445.0,19376.0,19164.143,195438.0,767.0,772.429,49272.465,132.792,131.34,1339.424,5.2570000000000014,5.294,1.05,,,,,,,,,,187347905.0,1283.979,,433205.0,2.969,0.044,22.6,tests performed,87900632.0,46923762.0,40976870.0,,164006.0,274759.0,60.24,32.16,28.08,,1883.0,110664.0,0.076,57.87,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,,,,,110664.0,0.076,274759.0,1883.0,164006.0,0.0,0.0,0.0,0.0,0.0,0.0,99.7,0.0,0.3,0.0,111.0,0.0
106809,RUS,2021-10-04,Europe,Russia,7500000.0,25150.0,23593.857000000004,207056.0,877.0,863.0,51400.837,172.364,161.69899999999996,1419.047,6.01,5.915,1.12,,,,,,,,,,194057552.0,1329.963,,500875.0,3.4330000000000003,0.047,21.2,tests performed,91243207.0,48654468.0,42588739.0,826286.0,91922.0,230756.0,62.53,33.35,29.19,0.57,1581.0,118359.0,0.081,54.17,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,,,,,118359.0,0.081,230756.0,1581.0,91922.0,0.0,0.0,0.0,0.0,0.0,0.0,99.36,0.0,0.64,0.0,111.0,0.0
106823,RUS,2021-10-18,Europe,Russia,7903963.0,33434.0,30914.857000000004,220323.0,981.0,971.571,54169.375,229.138,211.873,1509.9720000000002,6.723,6.659,1.15,,,,,,,,,,201631267.0,1381.869,,555619.0,3.808,0.056,18.0,tests performed,,,,,,473239.0,,,,,3243.0,240162.0,0.165,56.02,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,,,,,240162.0,0.165,473239.0,3243.0,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,111.0,0.0
106837,RUS,2021-11-01,Europe,Russia,8417305.0,39321.0,38194.143,235318.0,1124.0,1116.0,57687.53599999999,269.48400000000004,261.761,1612.739,7.7029999999999985,7.648,1.08,,,,,,,,,,,,,591637.0,4.055,0.065,15.5,tests performed,104776681.0,55691008.0,47683391.0,1734131.0,312413.0,477895.0,71.81,38.17,32.68,1.19,3275.0,340604.0,0.233,56.02,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,,,,,340604.0,0.233,477895.0,3275.0,312413.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,111.0,0.0
107027,RWA,2020-08-31,Africa,Rwanda,4063.0,43.0,108.143,16.0,0.0,0.28600000000000003,306.029,3.239,8.145,1.205,0.0,0.022,0.92,,,,,,,,,4763.0,409707.0,30.86,0.359,5403.0,0.407,0.02,50.0,samples tested,,,,,,,,,,,,,,78.7,13276517.0,494.869,20.3,2.974,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,,69.02,0.5429999999999999,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,450.0,0.0
107139,RWA,2020-12-21,Africa,Rwanda,7402.0,109.0,93.571,65.0,2.0,1.286,557.526,8.21,7.047999999999999,4.896,0.151,0.097,1.19,,,,,,,,,,690221.0,51.988,,3235.0,0.244,0.029,34.6,samples tested,,,,,,,,,,,,,,58.8,13276517.0,494.869,20.3,2.974,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,,69.02,0.5429999999999999,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,223.0,0.0
107174,RWA,2021-01-25,Africa,Rwanda,13311.0,336.0,293.143,177.0,3.0,4.4289999999999985,1002.597,25.308000000000003,22.08,13.332,0.226,0.334,1.24,,,,,,,,,8293.0,830808.0,62.577,0.625,5159.0,0.389,0.057,17.6,samples tested,,,,,,,,,,,,,,74.07,13276517.0,494.869,20.3,2.974,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,,69.02,0.5429999999999999,,,,,,,,,,5.36,0.0,0.0,0.0,0.0,3.57,0.0,3.57,87.5,0.0,223.0,0.0
107328,RWA,2021-06-28,Africa,Rwanda,37384.0,757.0,849.857,427.0,7.0,5.5710000000000015,2815.7990000000004,57.018,64.012,32.162,0.527,0.42,1.41,,,,,,,,,7863.0,1614429.0,121.6,0.5920000000000001,8987.0,0.677,0.095,10.6,samples tested,,,,,,2180.0,,,,,164.0,1387.0,0.01,54.63,13276517.0,494.869,20.3,2.974,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,,69.02,0.5429999999999999,,,,,1387.0,0.01,2180.0,164.0,,10.92,0.0,0.0,0.0,0.0,0.0,81.51,0.84,6.73,0.0,223.0,0.0
107342,RWA,2021-07-12,Africa,Rwanda,49016.0,772.0,802.857,582.0,22.0,14.714,3691.932,58.148,60.472,43.837,1.6569999999999998,1.108,1.12,,,,,,,,,7456.0,1723762.0,129.835,0.562,7288.0,0.5489999999999999,0.11,9.1,samples tested,,,,,,4424.0,,,,,333.0,873.0,0.006999999999999999,54.63,13276517.0,494.869,20.3,2.974,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,,69.02,0.5429999999999999,,,,,873.0,0.006999999999999999,4424.0,333.0,,10.17,0.0,0.0,0.0,0.0,0.0,84.75,1.69,3.39,0.0,223.0,0.0
107370,RWA,2021-08-09,Africa,Rwanda,76635.0,544.0,652.714,898.0,8.0,9.571,5772.222,40.975,49.163,67.638,0.603,0.721,0.76,,,,,,,,,6688.0,2157915.0,162.536,0.504,10908.0,0.8220000000000001,0.06,16.7,samples tested,,,,,,12921.0,,,,,973.0,12864.0,0.097,54.63,13276517.0,494.869,20.3,2.974,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,,69.02,0.5429999999999999,,,,,12864.0,0.097,12921.0,973.0,,0.0,0.0,0.0,0.0,0.0,0.0,96.43,3.57,0.0,0.0,223.0,0.0
107398,RWA,2021-09-06,Africa,Rwanda,90145.0,377.0,430.571,1134.0,10.0,7.286,6789.808000000001,28.396,32.431,85.414,0.753,0.5489999999999999,0.89,,,,,,,,,,,,,12017.0,0.905,0.036000000000000004,27.9,samples tested,2569906.0,1662759.0,907147.0,,,49453.0,19.36,12.52,6.83,,3725.0,18610.0,0.14,51.85,13276517.0,494.869,20.3,2.974,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,,69.02,0.5429999999999999,,,,,18610.0,0.14,49453.0,3725.0,,0.0,0.0,0.0,0.0,0.0,0.0,97.37,0.0,2.63,0.0,223.0,0.0
108837,SEN,2020-06-22,Africa,Senegal,5970.0,82.0,113.857,86.0,2.0,3.143,347.168,4.768,6.621,5.001,0.116,0.183,1.01,,,,,,,,,1040.0,71116.0,4.136,0.06,1180.0,0.069,0.096,10.4,tests performed,,,,,,,,,,,,,,61.11,17196308.0,82.32799999999997,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,384.0,0.0
