,iso_code,date,continent,location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred,daily_vaccinations,daily_vaccinations_per_million,daily_vaccinations_raw,Beta,Epsilon,Gamma,Kappa,Iota,Eta,Delta,Alpha,non_who,Lambda,Mu,Omicron
30586,DEU,2021-08-23,Europe,Germany,3881633.0,5592.0,7115.143,92028.0,41.0,17.570999999999998,46264.734,66.65,84.805,1096.871,0.489,0.209,1.41,770.0,9.178,,,,,,,,,,,102183.0,1.218,,,tests performed,100321949.0,53667577.0,49394641.0,8582.0,233278.0,278444.0,119.57,63.97,58.87,0.01,3319.0,101475.0,0.121,56.48,83900471.0,237.016,46.6,21.453000000000007,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,101475.0,0.121,278444.0,3319.0,233278.0,0.0,0.0,7.0,0.0,0.0,0.0,13142.0,54.0,13.0,0.0,0.0,0.0
30600,DEU,2021-09-06,Europe,Germany,4020587.0,6779.0,10507.428999999998,92419.0,59.0,30.143,47920.91099999999,80.798,125.237,1101.531,0.703,0.359,1.12,1315.0,15.673,,,,,,,,,,,136560.0,1.628,,,tests performed,103306908.0,54970946.0,51180484.0,91436.0,155447.0,196268.0,123.13,65.52,61.0,0.11,2339.0,85560.0,0.102,60.19,83900471.0,237.016,46.6,21.453000000000007,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,85560.0,0.102,196268.0,2339.0,155447.0,6.0,0.0,1.0,0.0,0.0,0.0,19226.0,31.0,13.0,0.0,0.0,0.0
30614,DEU,2021-09-20,Europe,Germany,4155160.0,5328.0,8821.143,93058.0,81.0,52.0,49524.871,63.504,105.138,1109.148,0.965,0.62,0.94,1532.0,18.26,,,,,,,,,,,139929.0,1.668,,,tests performed,106007256.0,56012200.0,52682495.0,410676.0,158601.0,198427.0,126.35,66.76,62.79,0.49,2365.0,74015.0,0.08800000000000001,54.63,83900471.0,237.016,46.6,21.453000000000007,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,74015.0,0.08800000000000001,198427.0,2365.0,158601.0,1.0,0.0,1.0,0.0,0.0,2.0,19900.0,10.0,4.0,0.0,0.0,0.0
30628,DEU,2021-10-04,Europe,Germany,4265001.0,4507.0,7986.143,93887.0,89.0,54.0,50834.053,53.718,95.186,1119.028,1.061,0.644,1.01,1336.0,15.924,,,,,,,,,,,137793.0,1.642,,,tests performed,108326455.0,56781131.0,53914668.0,841655.0,95537.0,141376.0,129.11,67.68,64.26,1.0,1685.0,46503.0,0.055,46.3,83900471.0,237.016,46.6,21.453000000000007,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,46503.0,0.055,141376.0,1685.0,95537.0,0.0,0.0,2.0,0.0,0.0,0.0,15701.0,6.0,15.0,0.0,0.0,0.0
30642,DEU,2021-10-18,Europe,Germany,4388581.0,6562.0,9319.286,94720.0,88.0,58.857,52306.989,78.212,111.075,1128.957,1.0490000000000002,0.7020000000000001,1.28,1451.0,17.294,,,,,,,,,,,123753.0,1.475,,,tests performed,110175436.0,57323469.0,54794020.0,1329100.0,92223.0,130585.0,131.32,68.32,65.31,1.58,1556.0,36580.0,0.044,37.04,83900471.0,237.016,46.6,21.453000000000007,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,36580.0,0.044,130585.0,1556.0,92223.0,0.0,0.0,1.0,0.0,0.0,0.0,12161.0,1.0,2.0,0.0,0.0,0.0
30656,DEU,2021-11-01,Europe,Germany,4619273.0,11315.0,19119.429,95838.0,103.0,98.571,55056.58,134.862,227.882,1142.282,1.228,1.175,1.43,2054.0,24.481,,,,,,,,,,,166793.0,1.988,,,tests performed,112130046.0,57777789.0,55543926.0,2120690.0,64319.0,148520.0,133.65,68.86,66.2,2.53,1770.0,31714.0,0.038,43.98,83900471.0,237.016,46.6,21.453000000000007,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,31714.0,0.038,148520.0,1770.0,64319.0,0.0,0.0,0.0,0.0,0.0,0.0,15051.0,0.0,2.0,0.0,0.0,0.0
30670,DEU,2021-11-15,Europe,Germany,5091200.0,34958.0,39289.0,97986.0,266.0,179.28599999999997,60681.423,416.66,468.281,1167.884,3.17,2.137,1.32,3177.0,37.866,,,,,,,,,,,236977.0,2.825,,,tests performed,115335283.0,58333682.0,56246644.0,4113767.0,242726.0,267145.0,137.47,69.53,67.04,4.9,3184.0,44595.0,0.053,45.83,83900471.0,237.016,46.6,21.453000000000007,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,44595.0,0.053,267145.0,3184.0,242726.0,0.0,0.0,0.0,0.0,0.0,0.0,13428.0,0.0,0.0,0.0,0.0,0.0
30684,DEU,2021-11-29,Europe,Germany,5854884.0,50745.0,58044.28599999999,101350.0,390.0,273.286,69783.685,604.8240000000002,691.823,1207.979,4.648,3.257,1.14,,,,,,,,,,,,,,,,,,122763442.0,59380518.0,57022913.0,9818603.0,602270.0,656012.0,146.32,70.77,67.96,11.7,7819.0,92467.0,0.11,76.39,83900471.0,237.016,46.6,21.453000000000007,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,92467.0,0.11,656012.0,7819.0,602270.0,0.0,0.0,0.0,0.0,0.0,0.0,2829.0,0.0,0.0,0.0,0.0,12.0
31031,DJI,2021-02-22,Africa,Djibouti,6026.0,2.0,6.5710000000000015,63.0,0.0,0.0,6012.79,1.996,6.557,62.862,0.0,0.0,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.96,1002197.0,41.285,25.4,4.213,2.38,2705.406,22.5,258.03700000000003,6.05,1.7,24.5,,1.4,67.11,0.524,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,27.0,0.0,0.0,0.0
31045,DJI,2021-03-08,Africa,Djibouti,6157.0,11.0,10.0,63.0,0.0,0.0,6143.5030000000015,10.976,9.978,62.862,0.0,0.0,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.96,1002197.0,41.285,25.4,4.213,2.38,2705.406,22.5,258.03700000000003,6.05,1.7,24.5,,1.4,67.11,0.524,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0
31073,DJI,2021-04-05,Africa,Djibouti,8696.0,187.0,155.143,76.0,4.0,1.143,8676.937,186.59,154.803,75.833,3.991,1.14,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.26,1002197.0,41.285,25.4,4.213,2.38,2705.406,22.5,258.03700000000003,6.05,1.7,24.5,,1.4,67.11,0.524,,,,,,,,,,59.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0
31087,DJI,2021-04-19,Africa,Djibouti,10510.0,50.0,76.429,119.0,3.0,2.714,10486.96,49.89,76.26100000000002,118.739,2.9930000000000003,2.708,0.74,,,,,,,,,,,,,,,,,,,,,,,254.0,,,,,253.0,209.0,0.021,37.96,1002197.0,41.285,25.4,4.213,2.38,2705.406,22.5,258.03700000000003,6.05,1.7,24.5,,1.4,67.11,0.524,,,,,209.0,0.021,254.0,253.0,,34.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
32039,DNK,2020-05-11,Europe,Denmark,10711.0,84.0,120.429,533.0,4.0,5.714,1842.498,14.45,20.716,91.686,0.688,0.983,0.74,42.0,7.225,173.0,29.759,,,,,16449.0,388118.0,66.764,2.83,12104.0,2.082,0.01,100.5,tests performed,,,,,,,,,,,,,,68.52,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0,0.0
32053,DNK,2020-05-25,Europe,Denmark,11586.0,27.0,60.0,563.0,1.0,2.143,1993.015,4.645,10.321,96.847,0.172,0.369,0.73,20.0,3.44,116.0,19.954,,,,,18300.0,559256.0,96.203,3.148,12279.0,2.112,0.005,204.7,tests performed,,,,,,,,,,,,,,60.19,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0
32067,DNK,2020-06-08,Europe,Denmark,12162.0,14.0,37.571,593.0,4.0,2.4290000000000003,2092.098,2.408,6.462999999999999,102.007,0.688,0.418,0.78,16.0,2.752,79.0,13.59,,,,,16855.0,721601.0,124.129,2.899,11869.0,2.042,0.003,315.9,tests performed,,,,,,,,,,,,,,57.41,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0
32081,DNK,2020-06-22,Europe,Denmark,12727.0,136.0,44.286,602.0,2.0,0.5710000000000001,2189.289,23.395,7.6179999999999986,103.556,0.344,0.098,1.16,7.0,1.204,37.0,6.365,,,,,21462.0,935475.0,160.92,3.692,16706.0,2.874,0.003,377.2,tests performed,,,,,,,,,,,,,,57.41,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0
32095,DNK,2020-07-06,Europe,Denmark,13079.0,46.0,18.286,607.0,1.0,0.28600000000000003,2249.84,7.9129999999999985,3.145,104.416,0.172,0.049,0.79,7.0,1.204,23.0,3.956,,,,,17840.0,1149133.0,197.673,3.069,14633.0,2.517,0.001,800.2,tests performed,,,,,,,,,,,,,,57.41,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0
32109,DNK,2020-07-20,Europe,Denmark,13466.0,89.0,32.571,611.0,0.0,0.14300000000000002,2316.4120000000007,15.31,5.603,105.104,0.0,0.025,1.36,3.0,0.516,18.0,3.096,,,,,18211.0,1349477.0,232.136,3.133,14620.0,2.515,0.002,448.9,tests performed,,,,,,,,,,,,,,57.41,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
32123,DNK,2020-08-03,Europe,Denmark,14235.0,207.0,65.714,616.0,1.0,0.429,2448.694,35.60800000000001,11.304,105.964,0.172,0.07400000000000001,1.68,2.0,0.344,24.0,4.128,,,,,23844.0,1594894.0,274.353,4.102,19275.0,3.3160000000000003,0.003,293.3,tests performed,,,,,,,,,,,,,,50.93,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0
32137,DNK,2020-08-17,Europe,Denmark,16127.0,124.0,141.714,621.0,0.0,0.14300000000000002,2774.155,21.33,24.378,106.824,0.0,0.025,1.01,1.0,0.172,16.0,2.752,,,,,35579.0,1992315.0,342.717,6.12,31577.0,5.432,0.004,222.8,tests performed,,,,,,,,,,,,,,50.93,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,0.0,0.0,0.0
32151,DNK,2020-08-31,Europe,Denmark,17410.0,94.0,84.14299999999999,624.0,0.0,0.14300000000000002,2994.856,16.17,14.474,107.34,0.0,0.025,1.13,4.0,0.688,23.0,3.956,,,,,39637.0,2482552.0,427.047,6.818,34862.0,5.997000000000001,0.002,414.3,tests performed,,,,,,,,,,,,,,50.93,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594.0,0.0,0.0,0.0
32165,DNK,2020-09-14,Europe,Denmark,20674.0,347.0,304.857,633.0,2.0,0.7140000000000001,3556.327,59.691,52.441,108.888,0.344,0.123,1.48,4.0,0.688,50.0,8.601,,,,,55785.0,3086738.0,530.9780000000002,9.596,48478.0,8.339,0.006,159.0,tests performed,,,,,,,,,,,,,,47.69,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.0,0.0,0.0,0.0
32179,DNK,2020-09-28,Europe,Denmark,27546.0,435.0,538.857,649.0,0.0,1.286,4738.443,74.828,92.694,111.641,0.0,0.221,1.08,17.0,2.924,110.0,18.922,,,,,54003.0,3790263.0,651.998,9.29,50207.0,8.637,0.011,93.2,tests performed,,,,,,,,,,,,,,50.93,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1643.0,0.0,0.0,0.0
32193,DNK,2020-10-12,Europe,Denmark,33304.0,389.0,394.0,671.0,2.0,1.714,5728.93,66.915,67.77600000000001,115.425,0.344,0.295,1.01,19.0,3.268,107.0,18.406,,,,,40602.0,4384202.0,754.1669999999998,6.984,40969.0,7.0470000000000015,0.01,104.0,tests performed,,,,,,,,,,,,,,41.67,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,835.0,0.0,0.0,0.0
32207,DNK,2020-10-26,Europe,Denmark,41919.0,1056.0,796.2860000000002,708.0,6.0,3.143,7210.876,181.652,136.976,121.79,1.032,0.541,1.38,17.0,2.924,145.0,24.943,,,,,66140.0,4988908.0,858.188,11.377,50903.0,8.756,0.016,63.9,tests performed,,,,,,,,,,,,,,39.81,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1553.0,0.0,0.0,0.0
32221,DNK,2020-11-09,Europe,Denmark,56406.0,771.0,1093.286,747.0,4.0,3.286,9702.919,132.627,188.066,128.498,0.688,0.565,1.06,33.0,5.6770000000000005,196.0,33.716,,,,,81330.0,5923630.0,1018.979,13.99,69272.0,11.916,0.016,63.4,tests performed,,,,,,,,,,,,,,54.63,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3063.0,0.0,0.0,0.0
32235,DNK,2020-11-23,Europe,Denmark,72172.0,1169.0,1189.286,789.0,5.0,3.571,12414.975,201.091,204.58,135.72299999999998,0.86,0.614,1.08,41.0,7.053,261.0,44.897,,,,,77416.0,6924279.0,1191.109,13.317,72373.0,12.45,0.016,60.9,tests performed,,,,,,,,,,,,,,45.37,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3160.0,0.0,0.0,0.0
32249,DNK,2020-12-07,Europe,Denmark,93177.0,2046.0,1739.286,894.0,9.0,8.142999999999999,16028.24,351.951,299.191,153.785,1.548,1.401,1.35,43.0,7.397,328.0,56.422,,,,,98386.0,8005066.0,1377.026,16.924,81245.0,13.976,0.021,46.7,tests performed,,,,,,,,,,,,0.0,0.0,45.37,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5047.0,0.0,0.0,0.0
32263,DNK,2020-12-21,Europe,Denmark,138204.0,3205.0,3508.857,1053.0,18.0,14.714,23773.752,551.322,603.591,181.136,3.096,2.531,1.06,87.0,14.966,713.0,122.65,,,,,168294.0,9671874.0,1663.749,28.95,134225.0,23.089,0.026,38.3,tests performed,,8.0,,,,,,0.0,,,,1.0,0.0,51.85,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,9264.0,0.0,0.0,0.0
32277,DNK,2021-01-04,Europe,Denmark,171436.0,2078.0,2143.143,1389.0,15.0,26.429,29490.297,357.456,368.662,238.935,2.58,4.546,0.81,140.0,24.083,964.0,165.827,,,,,107361.0,10818699.0,1861.025,18.468,77456.0,13.324000000000002,0.028,36.1,tests performed,,50526.0,2.0,,,,,0.87,0.0,,,6089.0,0.105,67.59,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,,6089.0,0.105,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,7537.0,0.0,0.0,0.0
32284,DNK,2021-01-11,Europe,Denmark,183400.0,1239.0,1709.1429999999998,1598.0,27.0,29.857,31548.335,213.132,294.006,274.887,4.645,5.136,0.71,138.0,23.739,920.0,158.25799999999995,,,,,82711.0,11369288.0,1955.737,14.228,78656.0,13.53,0.022,46.0,tests performed,,108382.0,6.0,,,,,1.86,0.0,,,8265.0,0.142,70.37,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,,8265.0,0.142,,,,1.0,3.0,0.0,0.0,0.0,0.0,0.0,157.0,3978.0,0.0,0.0,0.0
32298,DNK,2021-01-25,Europe,Denmark,195978.0,625.0,772.0,2011.0,27.0,29.286,33711.994,107.512,132.799,345.931,4.645,5.038,0.69,123.0,21.158,738.0,126.95,,,,,126982.0,12776574.0,2197.817,21.843000000000004,110081.0,18.936,0.006999999999999999,142.6,tests performed,,170087.0,28540.0,,,,,2.93,0.49,,,1061.0,0.018000000000000002,70.37,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,,1061.0,0.018000000000000002,,,,4.0,3.0,1.0,0.0,0.0,8.0,0.0,777.0,7300.0,0.0,0.0,0.0
32312,DNK,2021-02-08,Europe,Denmark,202737.0,430.0,441.857,2217.0,0.0,10.143,34874.672,73.968,76.008,381.367,0.0,1.745,0.81,73.0,12.557,400.0,68.808,,,,,128813.0,14378828.0,2473.436,22.158,116427.0,20.028,0.004,263.5,tests performed,,186116.0,139138.0,,,,,3.2,2.39,,,1619.0,0.028,66.67,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,,1619.0,0.028,,,,5.0,16.0,0.0,0.0,0.0,48.0,0.0,1136.0,3553.0,0.0,0.0,0.0
32326,DNK,2021-02-22,Europe,Denmark,208715.0,450.0,461.286,2344.0,5.0,6.0,35903.003,77.40899999999998,79.35,403.213,0.86,1.032,1.08,51.0,8.773,254.0,43.69300000000001,,,,,148824.0,16085469.0,2767.011,25.601,124958.0,21.495,0.004,270.9,tests performed,484921.0,317796.0,167124.0,1.0,14303.0,12387.0,8.34,5.47,2.87,0.0,2131.0,11676.0,0.201,62.96,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,,11676.0,0.201,12387.0,2131.0,14303.0,4.0,8.0,0.0,0.0,0.0,63.0,0.0,2511.0,1792.0,0.0,0.0,0.0
32340,DNK,2021-03-08,Europe,Denmark,215955.0,427.0,510.714,2382.0,2.0,2.286,37148.423,73.452,87.853,409.75,0.344,0.393,1.23,38.0,6.537000000000001,234.0,40.253,,,,,170437.0,18157924.0,3123.513,29.318,152512.0,26.235,0.003,298.6,tests performed,730580.0,530398.0,200163.0,19.0,15724.0,17514.0,12.57,9.12,3.44,0.0,3013.0,14093.0,0.242,62.96,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,,14093.0,0.242,17514.0,3013.0,15724.0,15.0,0.0,3.0,0.0,0.0,111.0,0.0,4320.0,912.0,0.0,0.0,0.0
32354,DNK,2021-03-22,Europe,Denmark,227469.0,1272.0,815.143,2403.0,2.0,1.286,39129.053,218.80900000000003,140.22,413.362,0.344,0.221,1.11,42.0,7.225,192.0,33.028,,,,,187780.0,20429641.0,3514.292,32.302,165753.0,28.513,0.005,203.3,tests performed,931165.0,620665.0,310461.0,39.0,11683.0,15024.0,16.02,10.68,5.34,0.0,2584.0,7351.0,0.126,62.96,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,,7351.0,0.126,15024.0,2584.0,11683.0,14.0,5.0,6.0,10.0,0.0,181.0,0.0,5776.0,331.0,0.0,0.0,0.0
32368,DNK,2021-04-05,Europe,Denmark,234489.0,479.0,729.2860000000002,2431.0,1.0,2.143,40336.628,82.397,125.451,418.179,0.172,0.369,0.95,40.0,6.881,220.0,37.844,,,,,179399.0,22700055.0,3904.847,30.86,159647.0,27.462,0.005,218.9,tests performed,1161619.0,768074.0,393489.0,56.0,13570.0,16278.0,19.98,13.21,6.77,0.0,2800.0,11348.0,0.195,64.81,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,,11348.0,0.195,16278.0,2800.0,13570.0,21.0,2.0,4.0,0.0,1.0,144.0,3.0,6724.0,267.0,0.0,0.0,0.0
32382,DNK,2021-04-19,Europe,Denmark,244067.0,741.0,724.143,2460.0,4.0,2.286,41984.229000000014,127.466,124.567,423.167,0.688,0.393,1.07,36.0,6.193,199.0,34.232,,,,,200154.0,25197925.0,4334.529,34.43,176762.0,30.406,0.004,244.1,tests performed,1578415.0,1076465.0,501868.0,82.0,39069.0,25293.0,27.15,18.52,8.63,0.0,4351.0,17220.0,0.29600000000000004,64.81,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,,17220.0,0.29600000000000004,25293.0,4351.0,39069.0,25.0,0.0,0.0,9.0,2.0,40.0,6.0,6788.0,189.0,1.0,2.0,0.0
32396,DNK,2021-05-03,Europe,Denmark,254368.0,761.0,764.0,2491.0,0.0,1.857,43756.199,130.907,131.423,428.5,0.0,0.319,1.15,42.0,7.225,184.0,31.652,,,,,190631.0,27665872.0,4759.063,32.792,171476.0,29.497,0.004,224.4,tests performed,2103181.0,1366987.0,697088.0,133.0,104979.0,43113.0,36.18,23.51,11.99,0.0,7416.0,19176.0,0.33,62.04,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,,19176.0,0.33,43113.0,7416.0,104979.0,15.0,0.0,8.0,6.0,5.0,17.0,31.0,7359.0,217.0,0.0,1.0,0.0
32410,DNK,2021-05-17,Europe,Denmark,268040.0,836.0,1050.429,2504.0,1.0,0.857,46108.047,143.808,180.694,430.736,0.172,0.147,1.06,29.0,4.989,173.0,29.759,,,,,203144.0,30267903.0,5206.663,34.945,182259.0,31.352,0.006,173.5,tests performed,2763506.0,1673796.0,1051681.0,174.0,60497.0,47012.0,47.54,28.79,18.09,0.0,8087.0,23215.0,0.399,59.26,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,,23215.0,0.399,47012.0,8087.0,60497.0,6.0,0.0,2.0,2.0,0.0,0.0,42.0,9474.0,261.0,0.0,0.0,0.0
32424,DNK,2021-05-31,Europe,Denmark,281985.0,844.0,978.0,2517.0,0.0,1.0,48506.855,145.184,168.235,432.973,0.0,0.172,0.94,34.0,5.849,153.0,26.319000000000006,,,,,149513.0,32458621.0,5583.508000000002,25.719,148893.0,25.612,0.006999999999999999,152.2,tests performed,3438672.0,2147582.0,1255295.0,206.0,89598.0,50235.0,59.15,36.94,21.59,0.0,8641.0,38979.0,0.6709999999999999,55.56,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,,38979.0,0.6709999999999999,50235.0,8641.0,89598.0,4.0,0.0,16.0,0.0,0.0,1.0,27.0,9359.0,20.0,0.0,2.0,0.0
32438,DNK,2021-06-14,Europe,Denmark,290912.0,238.0,453.857,2527.0,1.0,0.857,50042.472,40.941,78.072,434.693,0.172,0.147,0.59,20.0,3.44,102.0,17.546,,,,,94815.0,34081606.0,5862.693,16.31,101198.0,17.408,0.004,223.0,tests performed,4268005.0,2758895.0,1505565.0,236.0,114951.0,63827.0,73.42,47.46,25.9,0.0,10979.0,47564.0,0.818,55.56,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,,47564.0,0.818,63827.0,10979.0,114951.0,2.0,0.0,6.0,1.0,0.0,0.0,95.0,5739.0,6.0,0.0,0.0,0.0
32452,DNK,2021-06-28,Europe,Denmark,293916.0,151.0,185.429,2534.0,1.0,0.28600000000000003,50559.217,25.975,31.897,435.897,0.172,0.049,0.97,14.0,2.408,65.0,11.181,,,,,78480.0,35202927.0,6055.5819999999985,13.5,77991.0,13.416,0.002,420.6,tests performed,5120910.0,3262233.0,1866741.0,278.0,63868.0,59584.0,88.09,56.12,32.11,0.0,10250.0,30462.0,0.524,50.0,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,,30462.0,0.524,59584.0,10250.0,63868.0,2.0,0.0,10.0,0.0,0.0,0.0,413.0,1617.0,4.0,0.0,0.0,0.0
